,hotel_name,reviews,label,reviews_fixed,tokenized_reviews,stop_words_removed,stop_words_removed_lemmatized,stop_words_removed_stemmed
380,berlin-hotel-191438-review-12.json_7,We had much better meals at the surrounding cafes/restaurants.,0,We had much better meals at the surrounding cafes restaurants,"['we', 'had', 'much', 'better', 'meals', 'at', 'the', 'surrounding', 'cafes', 'restaurants']","['much', 'better', 'meals', 'surrounding', 'cafes', 'restaurants']","['much', 'good', 'meal', 'surround', 'cafe', 'restaurant']","['much', 'better', 'meal', 'surround', 'cafe', 'restaur']"
381,berlin-hotel-191438-review-12.json_8,"Staff _��_ Reception desk staff were fine,",0,Staff �� Reception desk staff we are fine,"['staff', 'reception', 'desk', 'staff', 'we', 'are', 'fine']","['staff', 'reception', 'desk', 'staff', 'fine']","['staff', 'reception', 'desk', 'staff', 'fine']","['staff', 'recept', 'desk', 'staff', 'fine']"
382,berlin-hotel-191438-review-12.json_9,"the concierge that we went to see about finding a laundry mat was a bit of pain in the rear,",0,the concierge that we went to see about finding laundry mat was bit of pain in the rear,"['the', 'concierge', 'that', 'we', 'went', 'to', 'see', 'about', 'finding', 'laundry', 'mat', 'was', 'bit', 'of', 'pain', 'in', 'the', 'rear']","['concierge', 'went', 'see', 'finding', 'laundry', 'mat', 'bit', 'pain', 'rear']","['concierge', 'go', 'see', 'find', 'laundry', 'mat', 'bit', 'pain', 'rear']","['concierg', 'went', 'see', 'find', 'laundri', 'mat', 'bit', 'pain', 'rear']"
383,berlin-hotel-191438-review-12.json_10,"he sent us to the right suburb but the wrong street,",0,he sent us to the right suburb but the wrong street,"['he', 'sent', 'us', 'to', 'the', 'right', 'suburb', 'but', 'the', 'wrong', 'street']","['sent', 'us', 'right', 'suburb', 'wrong', 'street']","['send', 'us', 'right', 'suburb', 'wrong', 'street']","['sent', 'us', 'right', 'suburb', 'wrong', 'street']"
384,berlin-hotel-191438-review-12.json_11,it was around the corner and across the road.,0,it was around the corner and across the road,"['it', 'was', 'around', 'the', 'corner', 'and', 'across', 'the', 'road']","['around', 'corner', 'across', 'road']","['around', 'corner', 'across', 'road']","['around', 'corner', 'across', 'road']"
385,berlin-hotel-191438-review-12.json_12,Overall _��_ This is a typical businessman_��_s / conference hotel.,0,Overall �� This is typical businessman �� conference hotel,"['overall', 'this', 'is', 'typical', 'businessman', 'conference', 'hotel']","['overall', 'typical', 'businessman', 'conference', 'hotel']","['overall', 'typical', 'businessman', 'conference', 'hotel']","['overal', 'typic', 'businessman', 'confer', 'hotel']"
386,berlin-hotel-191438-review-12.json_13,"Anyone looking for something a little bit special should look elsewhere,",1,Anyone looking for something little bit special should look elsewhere,"['anyone', 'looking', 'for', 'something', 'little', 'bit', 'special', 'should', 'look', 'elsewhere']","['anyone', 'looking', 'something', 'little', 'bit', 'special', 'look', 'elsewhere']","['anyone', 'look', 'something', 'little', 'bit', 'special', 'look', 'elsewhere']","['anyon', 'look', 'someth', 'littl', 'bit', 'special', 'look', 'elsewher']"
387,berlin-hotel-191438-review-12.json_14,its location was it_��_s main attraction to us.,0,it is location was it �� main attraction to us,"['it', 'is', 'location', 'was', 'it', 'main', 'attraction', 'to', 'us']","['location', 'main', 'attraction', 'us']","['location', 'main', 'attraction', 'us']","['locat', 'main', 'attract', 'us']"
388,berlin-hotel-191438-review-2.json_0,Stayed at the 5 Star Hilton Berlin for two nights to experience the Christmas Markets and celebrate my friends birthday.,0,Stayed at the Star Hilton Berlin for two nights to experience the Christmas Markets and celebrate my friends birthday,"['stayed', 'at', 'the', 'star', 'hilton', 'berlin', 'for', 'two', 'nights', 'to', 'experience', 'the', 'christmas', 'markets', 'and', 'celebrate', 'my', 'friends', 'birthday']","['stayed', 'star', 'hilton', 'berlin', 'two', 'nights', 'experience', 'christmas', 'markets', 'celebrate', 'friends', 'birthday']","['stay', 'star', 'hilton', 'berlin', 'two', 'night', 'experience', 'christmas', 'market', 'celebrate', 'friend', 'birthday']","['stay', 'star', 'hilton', 'berlin', 'two', 'night', 'experi', 'christma', 'market', 'celebr', 'friend', 'birthday']"
389,berlin-hotel-191438-review-2.json_1,We we allocated room 5088 which looked over an internal courtyard so very quiet but no view.,0,We we allocated room 5088 which looked over an internal courtyard so very quiet but no view,"['we', 'we', 'allocated', 'room', '5088', 'which', 'looked', 'over', 'an', 'internal', 'courtyard', 'so', 'very', 'quiet', 'but', 'no', 'view']","['allocated', 'room', '5088', 'looked', 'internal', 'courtyard', 'quiet', 'view']","['allocate', 'room', '5088', 'look', 'internal', 'courtyard', 'quiet', 'view']","['alloc', 'room', '5088', 'look', 'intern', 'courtyard', 'quiet', 'view']"
390,berlin-hotel-191438-review-2.json_2,Most importantly the room appeared clean and well maintained.,0,Most importantly the room appeared clean and we will maintained,"['most', 'importantly', 'the', 'room', 'appeared', 'clean', 'and', 'we', 'will', 'maintained']","['importantly', 'room', 'appeared', 'clean', 'maintained']","['importantly', 'room', 'appear', 'clean', 'maintain']","['importantli', 'room', 'appear', 'clean', 'maintain']"
391,berlin-hotel-191438-review-2.json_3,The size of the room was adequate,0,The size of the room was adequate,"['the', 'size', 'of', 'the', 'room', 'was', 'adequate']","['size', 'room', 'adequate']","['size', 'room', 'adequate']","['size', 'room', 'adequ']"
392,berlin-hotel-191438-review-2.json_4,but the luxurious touches I would have expected from a hotel of this standard were in my opinion poor.,0,but the luxurious touches would have expected from hotel of this standard we are in my opinion poor,"['but', 'the', 'luxurious', 'touches', 'would', 'have', 'expected', 'from', 'hotel', 'of', 'this', 'standard', 'we', 'are', 'in', 'my', 'opinion', 'poor']","['luxurious', 'touches', 'would', 'expected', 'hotel', 'standard', 'opinion', 'poor']","['luxurious', 'touch', 'would', 'expect', 'hotel', 'standard', 'opinion', 'poor']","['luxuri', 'touch', 'would', 'expect', 'hotel', 'standard', 'opinion', 'poor']"
393,berlin-hotel-191438-review-2.json_5,"There were robes (not very large, soft or fluffy) and slippers, small, thin towels (in fact my friends had to share a towel).",0,There we are robes not very large soft or fluffy and slippers small thin towels in fact my friends had to share towel,"['there', 'we', 'are', 'robes', 'not', 'very', 'large', 'soft', 'or', 'fluffy', 'and', 'slippers', 'small', 'thin', 'towels', 'in', 'fact', 'my', 'friends', 'had', 'to', 'share', 'towel']","['robes', 'large', 'soft', 'fluffy', 'slippers', 'small', 'thin', 'towels', 'fact', 'friends', 'share', 'towel']","['robe', 'large', 'soft', 'fluffy', 'slipper', 'small', 'thin', 'towel', 'fact', 'friend', 'share', 'towel']","['robe', 'larg', 'soft', 'fluffi', 'slipper', 'small', 'thin', 'towel', 'fact', 'friend', 'share', 'towel']"
394,berlin-hotel-191438-review-2.json_6,King size bed (plus added squeaky springs) with two single duvets.,0,King size bed plus added squeaky springs with two single duvets,"['king', 'size', 'bed', 'plus', 'added', 'squeaky', 'springs', 'with', 'two', 'single', 'duvets']","['king', 'size', 'bed', 'plus', 'added', 'squeaky', 'springs', 'two', 'single', 'duvets']","['king', 'size', 'bed', 'plus', 'added', 'squeaky', 'spring', 'two', 'single', 'duvet']","['king', 'size', 'bed', 'plu', 'ad', 'squeaki', 'spring', 'two', 'singl', 'duvet']"
395,berlin-hotel-191438-review-2.json_7,Minimal tea  coffee (one cup per day) and mini bar.,0,Minimal tea coffee one cup per day and mini bar,"['minimal', 'tea', 'coffee', 'one', 'cup', 'per', 'day', 'and', 'mini', 'bar']","['minimal', 'tea', 'coffee', 'one', 'cup', 'per', 'day', 'mini', 'bar']","['minimal', 'tea', 'coffee', 'one', 'cup', 'per', 'day', 'mini', 'bar']","['minim', 'tea', 'coffe', 'one', 'cup', 'per', 'day', 'mini', 'bar']"
396,berlin-hotel-191438-review-2.json_8,The room also had ironing facilites.,0,The room also had ironing facilites,"['the', 'room', 'also', 'had', 'ironing', 'facilites']","['room', 'also', 'ironing', 'facilites']","['room', 'also', 'iron', 'facilites']","['room', 'also', 'iron', 'facilit']"
397,berlin-hotel-191438-review-2.json_9,There was a pool and spa,0,There was pool and spa,"['there', 'was', 'pool', 'and', 'spa']","['pool', 'spa']","['pool', 'spa']","['pool', 'spa']"
398,berlin-hotel-191438-review-2.json_10,but I don't have experience them.,0,but do not have experience them,"['but', 'do', 'not', 'have', 'experience', 'them']",['experience'],['experience'],['experi']
399,berlin-hotel-191438-review-2.json_11,With last minute it was room only so no idea what the breakfast was like.,0,With last minute it was room only so no idea what the breakfast was like,"['with', 'last', 'minute', 'it', 'was', 'room', 'only', 'so', 'no', 'idea', 'what', 'the', 'breakfast', 'was', 'like']","['last', 'minute', 'room', 'idea', 'breakfast', 'like']","['last', 'minute', 'room', 'idea', 'breakfast', 'like']","['last', 'minut', 'room', 'idea', 'breakfast', 'like']"
400,berlin-hotel-191438-review-2.json_12,The redeeming point was the hotel's location which was superb.,0,The redeeming point was the hotel location which was superb,"['the', 'redeeming', 'point', 'was', 'the', 'hotel', 'location', 'which', 'was', 'superb']","['redeeming', 'point', 'hotel', 'location', 'superb']","['redeem', 'point', 'hotel', 'location', 'superb']","['redeem', 'point', 'hotel', 'locat', 'superb']"
401,berlin-hotel-191438-review-2.json_13,If you can get a room at a good price I would stay here,0,If you can get room at good price would stay here,"['if', 'you', 'can', 'get', 'room', 'at', 'good', 'price', 'would', 'stay', 'here']","['get', 'room', 'good', 'price', 'would', 'stay']","['get', 'room', 'good', 'price', 'would', 'stay']","['get', 'room', 'good', 'price', 'would', 'stay']"
402,berlin-hotel-191438-review-2.json_14,but if paying rack rate there are other hotels with far superior facilities available in Berlin,0,but if paying rack rate there are other hotels with far superior facilities available in Berlin,"['but', 'if', 'paying', 'rack', 'rate', 'there', 'are', 'other', 'hotels', 'with', 'far', 'superior', 'facilities', 'available', 'in', 'berlin']","['paying', 'rack', 'rate', 'hotels', 'far', 'superior', 'facilities', 'available', 'berlin']","['pay', 'rack', 'rate', 'hotel', 'far', 'superior', 'facility', 'available', 'berlin']","['pay', 'rack', 'rate', 'hotel', 'far', 'superior', 'facil', 'avail', 'berlin']"
403,berlin-hotel-191438-review-3.json_0,"Hotel is well-situated near main attractions, restaurants and shopping.",0,Hotel is well situated near main attractions restaurants and shopping,"['hotel', 'is', 'well', 'situated', 'near', 'main', 'attractions', 'restaurants', 'and', 'shopping']","['hotel', 'well', 'situated', 'near', 'main', 'attractions', 'restaurants', 'shopping']","['hotel', 'well', 'situate', 'near', 'main', 'attraction', 'restaurant', 'shop']","['hotel', 'well', 'situat', 'near', 'main', 'attract', 'restaur', 'shop']"
404,berlin-hotel-191438-review-3.json_1,"Room was clean, well furnished and serviced promptly.",0,Room was clean we will furnished and serviced promptly,"['room', 'was', 'clean', 'we', 'will', 'furnished', 'and', 'serviced', 'promptly']","['room', 'clean', 'furnished', 'serviced', 'promptly']","['room', 'clean', 'furnish', 'service', 'promptly']","['room', 'clean', 'furnish', 'servic', 'promptli']"
405,berlin-hotel-191438-review-3.json_2,The room air conditioning had a hard time keeping up with the warm temperatures in Berlin.,0,The room air conditioning had hard time keeping up with the warm temperatures in Berlin,"['the', 'room', 'air', 'conditioning', 'had', 'hard', 'time', 'keeping', 'up', 'with', 'the', 'warm', 'temperatures', 'in', 'berlin']","['room', 'air', 'conditioning', 'hard', 'time', 'keeping', 'warm', 'temperatures', 'berlin']","['room', 'air', 'condition', 'hard', 'time', 'keep', 'warm', 'temperature', 'berlin']","['room', 'air', 'condit', 'hard', 'time', 'keep', 'warm', 'temperatur', 'berlin']"
406,berlin-hotel-191438-review-3.json_3,The restaurant (Mark Brandenburg) was over-priced and had marginal food.,0,The restaurant Mark Brandenburg was over priced and had marginal food,"['the', 'restaurant', 'mark', 'brandenburg', 'was', 'over', 'priced', 'and', 'had', 'marginal', 'food']","['restaurant', 'mark', 'brandenburg', 'priced', 'marginal', 'food']","['restaurant', 'mark', 'brandenburg', 'price', 'marginal', 'food']","['restaur', 'mark', 'brandenburg', 'price', 'margin', 'food']"
407,berlin-hotel-191438-review-3.json_4,The hotel was overrun with meetings and groups.,0,The hotel was overrun with meetings and groups,"['the', 'hotel', 'was', 'overrun', 'with', 'meetings', 'and', 'groups']","['hotel', 'overrun', 'meetings', 'groups']","['hotel', 'overrun', 'meeting', 'group']","['hotel', 'overrun', 'meet', 'group']"
408,berlin-hotel-191438-review-3.json_5,"There was an unexplained,",0,There was an unexplained,"['there', 'was', 'an', 'unexplained']",['unexplained'],['unexplained'],['unexplain']
409,berlin-hotel-191438-review-3.json_6,additional Hotel charge of 8 Euros that appeared on my credit card statement.,0,additional Hotel charge of Euros that appeared on my credit card statement,"['additional', 'hotel', 'charge', 'of', 'euros', 'that', 'appeared', 'on', 'my', 'credit', 'card', 'statement']","['additional', 'hotel', 'charge', 'euros', 'appeared', 'credit', 'card', 'statement']","['additional', 'hotel', 'charge', 'euro', 'appear', 'credit', 'card', 'statement']","['addit', 'hotel', 'charg', 'euro', 'appear', 'credit', 'card', 'statement']"
410,berlin-hotel-191438-review-3.json_7,"I challenged the charge in an e-mail to the hotel, and followed up with e-mails to the Hotel (twice), HiltonHonors and Hilton corporate.",0,challenged the charge in an mail to the hotel and followed up with mails to the Hotel twice HiltonHonors and Hilton corporate,"['challenged', 'the', 'charge', 'in', 'an', 'mail', 'to', 'the', 'hotel', 'and', 'followed', 'up', 'with', 'mails', 'to', 'the', 'hotel', 'twice', 'hiltonhonors', 'and', 'hilton', 'corporate']","['challenged', 'charge', 'mail', 'hotel', 'followed', 'mails', 'hotel', 'twice', 'hiltonhonors', 'hilton', 'corporate']","['challenge', 'charge', 'mail', 'hotel', 'follow', 'mails', 'hotel', 'twice', 'hiltonhonors', 'hilton', 'corporate']","['challeng', 'charg', 'mail', 'hotel', 'follow', 'mail', 'hotel', 'twice', 'hiltonhonor', 'hilton', 'corpor']"
411,berlin-hotel-191438-review-3.json_8,None of these Hilton entities have had the courtesy of even responding (no less reversing this charge) in over a week.,0,None of these Hilton entities have had the courtesy of even responding no less reversing this charge in over week,"['none', 'of', 'these', 'hilton', 'entities', 'have', 'had', 'the', 'courtesy', 'of', 'even', 'responding', 'no', 'less', 'reversing', 'this', 'charge', 'in', 'over', 'week']","['none', 'hilton', 'entities', 'courtesy', 'even', 'responding', 'less', 'reversing', 'charge', 'week']","['none', 'hilton', 'entity', 'courtesy', 'even', 'respond', 'less', 'reverse', 'charge', 'week']","['none', 'hilton', 'entiti', 'courtesi', 'even', 'respond', 'less', 'revers', 'charg', 'week']"
412,berlin-hotel-191438-review-4.json_0,"Stayed in a standard room - clean,quiet and very comfortable.",0,Stayed in standard room clean quiet and very comfortable,"['stayed', 'in', 'standard', 'room', 'clean', 'quiet', 'and', 'very', 'comfortable']","['stayed', 'standard', 'room', 'clean', 'quiet', 'comfortable']","['stayed', 'standard', 'room', 'clean', 'quiet', 'comfortable']","['stay', 'standard', 'room', 'clean', 'quiet', 'comfort']"
